response,best_ever_one,best_ever_single,best_ever_please,best_world_one,best_world_single,best_world_please,best_time_one,best_time_single,best_time_please,greatest_ever_one,greatest_ever_single,greatest_ever_please,greatest_world_one,greatest_world_single,greatest_world_please,greatest_time_one,greatest_time_single,greatest_time_please,good_ever_one,good_ever_single,good_ever_please,good_world_one,good_world_single,good_world_please,good_time_one,good_time_single,good_time_please,worst_ever_one,worst_ever_single,worst_ever_please,worst_world_one,worst_world_single,worst_world_please,worst_time_one,worst_time_single,worst_time_please,bad_ever_one,bad_ever_single,bad_ever_please,bad_world_one,bad_world_single,bad_world_please,bad_time_one,bad_time_single,bad_time_please,terrible_ever_one,terrible_ever_single,terrible_ever_please,terrible_world_one,terrible_world_single,terrible_world_please,terrible_time_one,terrible_time_single,terrible_time_please
ambition,-0.452636719,-0.189697266,-1.20507812,-1.05957031,-0.759765625,-0.915039062,-0.687011719,-0.487548828,-0.422607422,0.466552734,0.594238281,-0.0578918457,-0.505859375,-0.309326172,-0.482910156,0.0597839355,0.177124023,-0.100585938,-1.74804688,-1.59765625,-1.53515625,-1.8515625,-1.62988281,-1.38378906,-1.37011719,-1.16308594,-0.382568359,-5.90625,-5.59765625,-5.1796875,-5.75390625,-5.484375,-4.8828125,-5.71875,-5.4140625,-4.51953125,-7.328125,-6.88671875,-6.03515625,-7.08203125,-6.64453125,-5.671875,-6.87890625,-6.44140625,-5.25,-6.22265625,-5.90625,-5.1796875,-6.1484375,-5.921875,-4.8515625,-5.99609375,-5.671875,-4.62890625
ambitions,-2.984375,-2.7734375,-3.73828125,-3.03515625,-2.75195312,-3.19726562,-3.04101562,-2.88867188,-2.99804688,-2.18359375,-2.05664062,-2.8125,-2.5390625,-2.3359375,-2.74609375,-2.45898438,-2.31640625,-2.7265625,-3.9609375,-3.84570312,-3.84765625,-3.65625,-3.4765625,-3.44140625,-3.6953125,-3.58007812,-2.8125,-6.63671875,-6.2890625,-5.703125,-6.5234375,-6.171875,-5.52734375,-6.8515625,-6.51171875,-5.50390625,-7.91015625,-7.484375,-6.5,-7.56640625,-7.15234375,-6.17578125,-7.6796875,-7.31640625,-6.08203125,-7.06640625,-6.68359375,-5.98046875,-6.875,-6.57421875,-5.5703125,-7.1015625,-6.76953125,-5.7890625
amigo,-3.2265625,-3.11328125,-3.69140625,-3.40820312,-3.1796875,-3.34765625,-3.9140625,-3.72460938,-3.73046875,-3.45507812,-3.47460938,-3.83398438,-3.76953125,-3.58203125,-3.81835938,-4.25390625,-4.109375,-4.25390625,-3.66601562,-3.34960938,-3.53515625,-3.64648438,-3.32421875,-3.4609375,-4.125,-3.68164062,-3.39648438,-7.9765625,-7.7578125,-7.53125,-7.9375,-7.67578125,-7.33203125,-8.4765625,-8.21875,-7.45703125,-8.9921875,-8.7734375,-7.984375,-8.7890625,-8.6015625,-7.75390625,-9.2890625,-9.078125,-7.95703125,-8.2890625,-7.99609375,-7.5625,-8.0625,-7.83203125,-7.3046875,-8.5625,-8.28125,-7.5859375
amigos,-3.19921875,-3.02539062,-3.859375,-3.30664062,-2.9921875,-3.24609375,-4.1484375,-3.86523438,-3.99609375,-3.73632812,-3.67773438,-4.22265625,-4,-3.72070312,-3.96679688,-4.71484375,-4.47265625,-4.68359375,-4.0546875,-3.69921875,-3.67578125,-3.91015625,-3.55078125,-3.36914062,-4.60546875,-4.109375,-3.48242188,-8.234375,-8,-7.73046875,-8.140625,-7.8515625,-7.49609375,-8.6171875,-8.3515625,-7.62890625,-9.203125,-8.984375,-8.1171875,-8.9609375,-8.75,-7.78125,-9.375,-9.1875,-8.0546875,-8.421875,-8.171875,-7.6796875,-8.171875,-7.95703125,-7.3671875,-8.609375,-8.359375,-7.64453125
aptitude,-4.3046875,-3.90429688,-4.484375,-4.66015625,-4.20703125,-4.53515625,-4.40234375,-4.0546875,-4.0546875,-3.83203125,-3.59375,-3.91601562,-4.515625,-4.1875,-4.38671875,-4.24609375,-3.94140625,-4.04296875,-5.296875,-4.9921875,-4.9375,-5.40625,-5.0390625,-5.0078125,-5.08203125,-4.71484375,-4.10546875,-7.3125,-6.8828125,-6.9296875,-7.37890625,-6.953125,-6.8359375,-7.84765625,-7.43359375,-7.0390625,-9.0546875,-8.65625,-7.98046875,-8.953125,-8.5703125,-7.9296875,-9.28125,-8.9609375,-8.0546875,-7.8515625,-7.421875,-6.99609375,-7.84765625,-7.484375,-6.90625,-8.171875,-7.79296875,-7.234375
buddies,-2.42578125,-2.3203125,-2.76171875,-3.04296875,-2.81054688,-2.53515625,-3.61914062,-3.5390625,-3.13867188,-3.30273438,-3.36328125,-3.19140625,-3.8359375,-3.6953125,-3.22070312,-4.36328125,-4.3125,-3.84375,-3.09375,-2.81835938,-2.56054688,-3.3359375,-3.05664062,-2.38085938,-4.04296875,-3.74804688,-2.73828125,-8.0546875,-7.875,-7.4140625,-8.4296875,-8.25,-7.47265625,-8.578125,-8.3984375,-7.60546875,-9.3359375,-9.125,-8.1796875,-9.453125,-9.296875,-8.015625,-9.640625,-9.484375,-8.2421875,-8.7578125,-8.515625,-7.8125,-8.859375,-8.703125,-7.71484375,-9.0625,-8.8515625,-7.984375
buddy,-1.6796875,-1.56933594,-2.20703125,-2.31640625,-2.00390625,-1.95214844,-2.65039062,-2.52148438,-2.47265625,-2.63476562,-2.6484375,-2.95117188,-3.12304688,-2.87890625,-2.88476562,-3.734375,-3.62109375,-3.6953125,-2.15429688,-1.7421875,-1.80664062,-2.58398438,-2.1171875,-1.94042969,-2.91796875,-2.42773438,-1.84863281,-7.2265625,-6.99609375,-6.97265625,-7.4609375,-7.18359375,-6.7890625,-7.9921875,-7.69921875,-7.09375,-8.6171875,-8.40625,-7.7421875,-8.6015625,-8.421875,-7.4609375,-9.0703125,-8.859375,-7.75,-7.859375,-7.5390625,-7.234375,-7.7265625,-7.5078125,-6.89453125,-8.25,-7.9765625,-7.41796875
capability,-2.0625,-1.61621094,-2.3046875,-2.41210938,-1.87792969,-2.02734375,-2.56640625,-2.22851562,-2.06835938,-1.85742188,-1.48046875,-1.89257812,-2.71679688,-2.25976562,-2.3671875,-2.74414062,-2.34570312,-2.19335938,-3.29492188,-2.96679688,-2.86523438,-3.48828125,-3.05273438,-2.78515625,-3.28320312,-2.8671875,-1.88769531,-7.55859375,-7.0703125,-7.1953125,-7.3671875,-6.93359375,-6.82421875,-8.2109375,-7.859375,-7.22265625,-9.296875,-8.875,-8.328125,-9,-8.59375,-7.859375,-9.703125,-9.390625,-8.171875,-8.0390625,-7.57421875,-7.2421875,-7.67578125,-7.3671875,-6.6484375,-8.34375,-8.0546875,-7.140625
capabilities,-3.98828125,-3.83398438,-4.3359375,-3.78710938,-3.49023438,-3.70898438,-4.19921875,-4.1484375,-4.1171875,-3.49804688,-3.40039062,-3.70507812,-3.83203125,-3.61523438,-3.79882812,-4.03515625,-3.9765625,-3.92382812,-4.453125,-4.28515625,-4.36328125,-4.11328125,-3.81054688,-3.73046875,-4.1875,-4.01171875,-3.30078125,-7.8515625,-7.4609375,-7.63671875,-7.83203125,-7.4375,-7.3671875,-8.59375,-8.28125,-7.8359375,-9.453125,-9.0703125,-8.6171875,-9.265625,-8.890625,-8.3203125,-9.9375,-9.6484375,-8.796875,-8.40625,-8.0546875,-7.7421875,-8.2890625,-7.98828125,-7.4140625,-8.9140625,-8.6640625,-7.98828125
care,-2.7890625,-2.42382812,-1.74511719,-1.45019531,-0.924804688,-0.794921875,-3,-2.51171875,-2.05859375,-3.00585938,-2.66992188,-2.48046875,-2.046875,-1.50195312,-1.79394531,-3.52148438,-3.0546875,-2.80859375,-2.34570312,-1.80078125,-0.971679688,-0.952636719,-0.344726562,0.0772094727,-1.91210938,-1.25683594,-0.234375,-5.15625,-5.06640625,-5.2421875,-4.421875,-4.34375,-4.8984375,-5.4140625,-5.2734375,-5.3828125,-6.86328125,-6.57421875,-6.40234375,-5.921875,-5.58984375,-5.640625,-6.86328125,-6.50390625,-6.23828125,-5.796875,-5.65234375,-5.77734375,-4.8046875,-4.7421875,-5.14453125,-5.984375,-5.75390625,-5.7734375
ceremony,-6.01171875,-5.73828125,-5.91796875,-5.84375,-5.484375,-5.3671875,-6.35546875,-6.1640625,-6.05859375,-6.2734375,-6.1484375,-5.75390625,-6.28515625,-6.04296875,-5.8046875,-6.390625,-6.27734375,-6.125,-6.6796875,-6.3828125,-5.9453125,-6.67578125,-6.3359375,-5.6953125,-6.91796875,-6.66796875,-5.8125,-6.11328125,-5.83984375,-5.53515625,-6.734375,-6.47265625,-6.1015625,-6.90234375,-6.6328125,-6.15234375,-7.67578125,-7.2890625,-6.91015625,-8.3203125,-7.98046875,-7.3671875,-8.40625,-8.0859375,-7.25390625,-7.18359375,-6.9140625,-6.0703125,-7.6796875,-7.453125,-6.58203125,-7.8515625,-7.59765625,-6.65625
ceremonies,-6.12890625,-5.91796875,-6.3671875,-5.3828125,-5.0234375,-5.3203125,-6.16796875,-5.9453125,-6.25390625,-6.6953125,-6.53125,-6.2578125,-6.421875,-6.140625,-6.19140625,-6.41015625,-6.234375,-6.27734375,-6.27734375,-5.9765625,-6.1484375,-5.9375,-5.53125,-5.4140625,-6.41015625,-6.125,-5.765625,-7.34765625,-7.1640625,-6.609375,-7.8125,-7.60546875,-6.91015625,-8.09375,-7.8828125,-7.13671875,-8.7265625,-8.4921875,-7.8359375,-9.078125,-8.828125,-7.9296875,-9.296875,-9.109375,-8.0703125,-8.09375,-7.96484375,-7.10546875,-8.390625,-8.25,-7.2421875,-8.640625,-8.5234375,-7.46875
charity,-2.11328125,-1.84179688,-1.85839844,-2.11132812,-1.76855469,-1.44238281,-2.1875,-1.96679688,-1.34765625,-1.41894531,-1.28613281,-1.42382812,-1.74316406,-1.48144531,-1.50390625,-1.890625,-1.74511719,-1.32617188,-1.93457031,-1.65722656,-1.44921875,-1.34960938,-0.998535156,-0.813964844,-1.49414062,-1.12109375,-0.478759766,-7.7421875,-7.76171875,-6.96484375,-7.85546875,-7.83203125,-7.1640625,-8.453125,-8.3828125,-7.58984375,-8.8671875,-8.6875,-7.73046875,-8.7890625,-8.6015625,-7.6015625,-9.2734375,-9.0703125,-8.0390625,-8.0859375,-8,-7.25,-8.0546875,-8.0078125,-7.2734375,-8.4765625,-8.3515625,-7.62109375
charities,-4.921875,-4.87109375,-4.46484375,-5.01171875,-4.8828125,-4.40625,-5.38671875,-5.34765625,-4.453125,-5.1796875,-5.23046875,-4.4296875,-5.40234375,-5.375,-4.77734375,-5.5625,-5.52734375,-4.43359375,-4.6640625,-4.51171875,-4.109375,-4.5078125,-4.35546875,-3.94921875,-4.6875,-4.5078125,-3.515625,-8.3984375,-8.390625,-7.4765625,-8.6015625,-8.546875,-7.8828125,-9.078125,-9,-8.2890625,-9.3125,-9.078125,-8.3359375,-9.359375,-9.140625,-8.4375,-9.7890625,-9.5546875,-8.7421875,-8.828125,-8.6953125,-7.89453125,-8.859375,-8.7734375,-8.046875,-9.296875,-9.140625,-8.4140625
chat,-4.25,-4.3125,-4.9921875,-4.1875,-4.03515625,-4.5859375,-5.59375,-5.54296875,-5.68359375,-5.5078125,-5.5859375,-5.69921875,-5.57421875,-5.48046875,-5.640625,-6.3515625,-6.234375,-6.16796875,-5.53125,-5.4453125,-5.23046875,-5.41796875,-5.2890625,-5.0390625,-6.30078125,-6.0703125,-5.390625,-6.11328125,-5.89453125,-5.84375,-6.16796875,-5.9453125,-5.8671875,-6.97265625,-6.6171875,-6.578125,-8.046875,-7.76953125,-7.54296875,-7.91015625,-7.56640625,-7.14453125,-8.6953125,-8.3046875,-7.93359375,-7.01953125,-6.78125,-6.68359375,-6.88671875,-6.63671875,-6.53515625,-7.6015625,-7.2265625,-7.140625
chats,-6.12890625,-6.23046875,-6.30859375,-6.02734375,-5.97265625,-5.9140625,-7.2578125,-7.2890625,-6.94921875,-7.29296875,-7.37890625,-6.80078125,-7.07421875,-7.1015625,-6.6328125,-7.7109375,-7.6953125,-7.1484375,-6.82421875,-6.8359375,-6.28125,-6.47265625,-6.46875,-5.765625,-7.546875,-7.51953125,-6.5234375,-7.09375,-6.8671875,-6.3515625,-7.24609375,-7.08203125,-6.109375,-8.046875,-7.74609375,-7.30859375,-8.7421875,-8.515625,-7.86328125,-8.6015625,-8.46875,-7.2578125,-9.2578125,-9.0703125,-8.3203125,-8.0859375,-7.80859375,-7.19140625,-7.8984375,-7.734375,-6.73046875,-8.5859375,-8.2734375,-7.7734375
choice,-2.99414062,-2.57421875,-2.49023438,-1.10253906,-0.677734375,-1.04589844,-2.5625,-2.38867188,-2.08203125,-1.27636719,-0.977539062,-1.97265625,-0.590332031,-0.399169922,-1.12890625,-2.01953125,-1.98730469,-2.42578125,-3.09960938,-2.75585938,-2.43359375,-1.94433594,-1.67871094,-1.3828125,-1.95117188,-1.58203125,-0.803222656,-5.0625,-4.89453125,-4.3203125,-4.5234375,-4.4375,-3.78515625,-5.1171875,-4.94140625,-3.89453125,-7.30078125,-7.0078125,-5.8359375,-6.82421875,-6.4609375,-5.1796875,-7.203125,-6.79296875,-5.1171875,-5.8203125,-5.7109375,-4.96875,-5.2578125,-5.16015625,-4.15234375,-5.8828125,-5.69921875,-4.4140625
choices,-3.4921875,-3.5859375,-4.57421875,-1.96777344,-1.82519531,-3.125,-4.84375,-5.125,-5.08203125,-1.83984375,-2.171875,-4.24609375,-1.94042969,-1.97460938,-3.64453125,-3.59960938,-4.03125,-5.05859375,-3.1796875,-3.1640625,-3.26757812,-2.55273438,-2.46289062,-2.12109375,-3.00390625,-3.0234375,-2.5,-4.09765625,-3.88867188,-3.6640625,-3.82421875,-3.734375,-3.10742188,-4.19140625,-4.0703125,-3.40039062,-6.5078125,-6.18359375,-5.26171875,-6.18359375,-5.828125,-4.4296875,-6.625,-6.23046875,-4.63671875,-4.9609375,-4.78125,-4.36328125,-4.578125,-4.4609375,-3.38867188,-5.06640625,-4.8515625,-3.7734375
civility,0.188598633,0.357910156,0.177246094,0.334472656,0.752929688,0.868652344,-0.186523438,-0.0839233398,0.521972656,0.139282227,0.113037109,0.371826172,-0.396972656,-0.133422852,0.268554688,-0.481933594,-0.517089844,0.288818359,-0.645019531,-0.357177734,0.305419922,-0.16796875,0.307617188,0.965820312,-0.405517578,-0.0676879883,1.03027344,-6.04296875,-5.921875,-4.88671875,-6.3828125,-6.19921875,-5.34375,-6.9296875,-6.76953125,-5.83203125,-7.61328125,-7.33203125,-6.16796875,-7.57421875,-7.30078125,-6.1796875,-8.2890625,-8,-6.8359375,-7.20703125,-6.82421875,-5.671875,-7.21875,-6.890625,-5.7734375,-7.890625,-7.53515625,-6.63671875
civilian,-7.37109375,-7.3046875,-7.34765625,-7.42578125,-7.24609375,-6.90625,-7.6953125,-7.5234375,-7.24609375,-7.27734375,-7.2578125,-7.109375,-7.3671875,-7.24609375,-6.96875,-7.6640625,-7.5078125,-7.2734375,-7.55859375,-7.40234375,-7.27734375,-7.42578125,-7.18359375,-6.73828125,-7.43359375,-7.1328125,-6.5703125,-8.578125,-8.4453125,-7.9375,-8.484375,-8.3125,-7.94140625,-9.03125,-8.8984375,-8.296875,-9.328125,-9.0859375,-8.53125,-9.140625,-8.8984375,-8.484375,-9.40625,-9.1953125,-8.3984375,-8.34375,-8.2890625,-7.8125,-7.9296875,-7.8828125,-7.43359375,-8.3828125,-8.3203125,-7.9140625
civilians,-7.59375,-7.60546875,-6.77734375,-6.875,-6.7578125,-5.52734375,-7.58203125,-7.52734375,-6.5625,-6.875,-6.90234375,-6.2109375,-6.54296875,-6.4375,-5.61328125,-7.05859375,-6.99609375,-6.26953125,-7.2265625,-6.9921875,-6.046875,-6.35546875,-6.04296875,-4.90625,-6.9609375,-6.67578125,-5.5390625,-8.0390625,-8.0234375,-6.73046875,-7.94140625,-7.90234375,-6.82421875,-8.2890625,-8.28125,-7.171875,-8.6484375,-8.46875,-7.3515625,-8.1796875,-8.0078125,-6.9765625,-8.40625,-8.265625,-7.0703125,-7.69921875,-7.7421875,-6.75390625,-7.30859375,-7.390625,-6.27734375,-7.80078125,-7.87890625,-7.02734375
cleverness,-1.68164062,-1.3671875,-2.046875,-2.3203125,-1.94921875,-1.89257812,-2.19921875,-1.91503906,-1.66894531,-1.35351562,-1.23339844,-1.37597656,-2.453125,-2.21289062,-1.92773438,-2.125,-1.94628906,-1.79882812,-2.359375,-2.07226562,-2.03320312,-2.84179688,-2.51757812,-2.26171875,-2.43164062,-2.1640625,-1.46679688,-7.35546875,-7.09765625,-7.47265625,-7.296875,-7.08203125,-7.14453125,-7.9765625,-7.79296875,-7.6171875,-9.015625,-8.7265625,-8.34375,-8.90625,-8.671875,-7.98046875,-9.3984375,-9.1953125,-8.40625,-7.7109375,-7.42578125,-7.15625,-7.53515625,-7.34375,-7.06640625,-7.921875,-7.72265625,-7.4296875
closeness,-1.12207031,-0.880859375,-0.903808594,-1.24804688,-0.802734375,-0.633789062,-1.86816406,-1.67773438,-1.0234375,-1.375,-1.265625,-0.979492188,-1.83105469,-1.42480469,-1.19335938,-2.24023438,-2.09375,-1.64453125,-1.7890625,-1.49804688,-0.867675781,-1.60449219,-1.15332031,-0.521972656,-1.99316406,-1.578125,-0.341796875,-6.90234375,-6.7734375,-5.80078125,-7.1171875,-6.9609375,-5.97265625,-7.83203125,-7.6328125,-6.3671875,-8.515625,-8.2109375,-7.03515625,-8.65625,-8.3828125,-7.25,-9.0625,-8.8046875,-7.4296875,-7.2890625,-7.1015625,-5.9765625,-7.296875,-7.125,-5.9375,-7.83203125,-7.62890625,-6.44140625
collaboration,-2.1015625,-1.69335938,-2.4921875,-1.96777344,-1.33886719,-1.88183594,-2.14257812,-1.75488281,-1.99902344,-1.421875,-1.13085938,-1.58984375,-1.86523438,-1.34667969,-1.74804688,-1.60351562,-1.26855469,-1.38671875,-3.00585938,-2.44921875,-2.61132812,-2.39453125,-1.671875,-1.91992188,-2.1328125,-1.46777344,-1.27636719,-7.57421875,-7.34765625,-6.484375,-7.44921875,-7.3203125,-6.17578125,-7.37890625,-7.33984375,-6.16015625,-8.8203125,-8.4453125,-7.80078125,-8.75,-8.5,-7.54296875,-8.59375,-8.4765625,-7.2578125,-7.44921875,-7.28125,-6.40625,-7.19921875,-7.19140625,-5.9921875,-6.6640625,-6.75390625,-5.4609375
colleague,-6.21484375,-6.06640625,-5.8984375,-6.2265625,-5.9921875,-5.59375,-6.71484375,-6.53125,-5.9921875,-6.26953125,-6.2265625,-5.71484375,-6.52734375,-6.40625,-5.94921875,-6.90234375,-6.796875,-6.1875,-6.6328125,-6.3828125,-5.890625,-6.4765625,-6.25390625,-5.546875,-6.90234375,-6.61328125,-5.703125,-5.87890625,-5.59765625,-5.55859375,-5.859375,-5.58203125,-5.2734375,-6.27734375,-5.9296875,-6.0703125,-7.3046875,-6.8359375,-6.8984375,-7.25,-6.765625,-6.296875,-8.03125,-7.4921875,-7.43359375,-6.53515625,-6.12109375,-6.30078125,-6.30078125,-5.953125,-5.625,-6.9921875,-6.49609375,-6.703125
colleagues,-5.65625,-5.6328125,-5.58203125,-5.59765625,-5.38671875,-4.9375,-6.29296875,-6.1484375,-5.67578125,-5.8515625,-5.86328125,-5.41015625,-6.0390625,-5.88671875,-5.4140625,-6.62109375,-6.50390625,-6.01953125,-6.24609375,-6.046875,-5.47265625,-6.11328125,-5.86328125,-5.0546875,-6.54296875,-6.2109375,-5.21875,-6.08984375,-5.96875,-5.30078125,-6.28125,-6.11328125,-5.15625,-6.4296875,-6.234375,-5.60546875,-7.2890625,-6.98046875,-6.4140625,-7.34375,-7.01171875,-6.0078125,-7.74609375,-7.41015625,-6.7734375,-6.5234375,-6.28125,-5.80859375,-6.51171875,-6.3046875,-5.25,-6.92578125,-6.61328125,-6.125
