response,best_ever_one,best_ever_single,best_ever_please,best_world_one,best_world_single,best_world_please,best_time_one,best_time_single,best_time_please,greatest_ever_one,greatest_ever_single,greatest_ever_please,greatest_world_one,greatest_world_single,greatest_world_please,greatest_time_one,greatest_time_single,greatest_time_please,good_ever_one,good_ever_single,good_ever_please,good_world_one,good_world_single,good_world_please,good_time_one,good_time_single,good_time_please,worst_ever_one,worst_ever_single,worst_ever_please,worst_world_one,worst_world_single,worst_world_please,worst_time_one,worst_time_single,worst_time_please,bad_ever_one,bad_ever_single,bad_ever_please,bad_world_one,bad_world_single,bad_world_please,bad_time_one,bad_time_single,bad_time_please,terrible_ever_one,terrible_ever_single,terrible_ever_please,terrible_world_one,terrible_world_single,terrible_world_please,terrible_time_one,terrible_time_single,terrible_time_please
achingly,-14.875,-14.625,-13.125,-15.5625,-15.1875,-13.8125,-15.4375,-15.1875,-13.5625,-15,-14.75,-13,-15.4375,-15.1875,-13.625,-15.375,-15.125,-13.0625,-15.875,-15.625,-13.6875,-16.625,-16.375,-14.5625,-16.875,-16.75,-14.375,-13.875,-13.375,-11.25,-15.6875,-15.4375,-13.4375,-14.9375,-14.4375,-12.1875,-13.75,-13.1875,-11.625,-16.75,-16.25,-14.4375,-15.4375,-15,-13.125,-14.625,-14.25,-12.5625,-15.875,-15.4375,-14.0625,-15.8125,-15.375,-13.125
acquiesce,-16.875,-16.5,-15.5625,-16.5,-16.125,-15,-17.125,-16.625,-15.6875,-17.875,-17.625,-16.875,-17.375,-17,-16.375,-18.25,-18,-16.75,-17.75,-17.375,-15.875,-18.125,-17.625,-15.875,-18.5,-18.125,-16.125,-18,-17.5,-16,-18,-17.625,-15.75,-17.5,-17.125,-15.125,-19.625,-19,-17.875,-20,-19.25,-18.125,-19.875,-19.5,-17.875,-18,-17.25,-16.5,-17.375,-16.5,-15.8125,-18,-17.375,-15.75
acquiesced,-17.5,-17.5,-16,-17.75,-17.75,-16.25,-17.25,-17.25,-15.8125,-18.125,-18.25,-16.5,-17.875,-18,-16.625,-18.125,-18.25,-16.25,-18.75,-18.625,-16.75,-19,-19,-17,-18.875,-18.875,-16.75,-19.25,-18.625,-17,-20.25,-19.625,-17.75,-19,-18.5,-16,-19.75,-18.625,-17.5,-20.875,-20.125,-18.875,-20.25,-19.5,-17.75,-19.125,-18,-17,-19.625,-18.5,-17.75,-19.375,-18.625,-16.5
acquiescent,-16.625,-16.375,-15.375,-15.8125,-15.5,-14.375,-17.125,-16.625,-15.5625,-17.75,-17.5,-16.375,-16.5,-16.25,-15.25,-18,-17.875,-16.125,-17.25,-16.75,-15.25,-17,-16.625,-14.5625,-17.75,-17.5,-15.4375,-18.75,-18.375,-17,-18.5,-18.125,-16.125,-18.375,-18.125,-16.125,-20,-19.5,-18,-20.125,-19.5,-17.75,-20.25,-20,-18,-18.625,-18.125,-17,-17.875,-17.25,-15.9375,-18.875,-18.375,-16.375
acquiesces,-18.5,-18.125,-17,-18.375,-18.125,-16.75,-18,-17.75,-16.875,-18.875,-18.75,-17.375,-18.625,-18.375,-17,-18.75,-18.5,-17.25,-19.5,-19.25,-17.375,-19.625,-19.25,-17.25,-19.5,-19.375,-17.75,-19.25,-18.625,-16.875,-19.125,-18.75,-16.375,-19,-18.75,-16.25,-20.25,-19.75,-17.875,-20.625,-20.125,-18.125,-20.625,-20.375,-18.125,-19.375,-18.75,-17.125,-18.75,-18.25,-16.75,-19.625,-19.25,-17.125
acquiescing,-16.25,-15.875,-15.0625,-15.75,-15.25,-14.5625,-16.75,-16.375,-15.8125,-17.125,-16.875,-16.125,-16.125,-15.9375,-15.625,-17.75,-17.5,-16.375,-17,-16.5,-15.25,-16.875,-16.5,-15.125,-17.5,-17.125,-15.6875,-15.1875,-14.5625,-12.625,-14.625,-14,-12.0625,-14.5625,-14.0625,-12,-16.375,-15.9375,-14.1875,-16.875,-16.125,-14.3125,-16.75,-16.375,-14.1875,-15,-14.3125,-13,-13.9375,-13,-12.25,-14.8125,-14.125,-12.375
addict,-15.625,-15.9375,-14.6875,-17.5,-18,-16.125,-16.625,-16.875,-15.0625,-17.75,-18,-16.5,-18.375,-18.75,-17,-18,-18.375,-16.5,-18.875,-19.375,-16.875,-20.5,-20.75,-18.375,-20.375,-20.75,-17.5,-15.125,-14.9375,-12.1875,-15.1875,-15.25,-12.375,-15.125,-15.1875,-12.3125,-14,-13.875,-11.8125,-15.25,-15,-12.125,-15.375,-15.3125,-12.3125,-14.4375,-14.3125,-12.4375,-14.6875,-14.5,-12.25,-15.625,-15.4375,-12.9375
addicted,-15.5,-15.5625,-14.125,-17.625,-18,-16,-16.875,-17.125,-15,-17.125,-17.375,-15.6875,-18.25,-18.625,-16.75,-18,-18.25,-16,-18.875,-19.25,-16.5,-20.625,-20.875,-18.5,-20.375,-20.75,-17.375,-13.875,-13.5625,-10.875,-14.375,-14,-11.3125,-14.8125,-14.5625,-11.875,-13.3125,-13.1875,-11.125,-14.5625,-14.125,-11.375,-15.4375,-15.1875,-12.3125,-13.5,-13.125,-11.4375,-13.75,-13.125,-11.1875,-15.375,-14.8125,-12.4375
addicting,-12.4375,-13.125,-11.1875,-15.0625,-15.75,-12.8125,-14,-14.75,-11.875,-14.625,-15.3125,-13.1875,-16.25,-16.75,-13.9375,-15.625,-16.25,-13.25,-16.375,-17.125,-13.6875,-19,-19.375,-16,-18.25,-18.875,-14.75,-17,-17.25,-14.8125,-17.375,-17.625,-15,-17.375,-17.875,-14.625,-17.875,-18.375,-15.4375,-18.625,-18.625,-15.5625,-18.875,-19,-15.875,-17.25,-17.5,-15.5,-17,-17.125,-14.9375,-18.125,-18.25,-15.625
addiction,-19.625,-19.875,-17.875,-20.625,-21.125,-18.875,-20.125,-20.5,-18,-21.125,-21.25,-19,-21.5,-21.75,-19.25,-21.125,-21.375,-18.875,-22.25,-22.5,-20.5,-22.75,-23.125,-21.125,-23,-23.625,-20.625,-9.8125,-9.875,-6.96875,-10.8125,-11.0625,-7.5,-10.125,-10.375,-7.15625,-9.875,-9.875,-7.5625,-11.6875,-11.625,-7.8125,-11.625,-11.6875,-8.1875,-9.6875,-9.875,-7.75,-10.75,-10.5625,-7.71875,-11.375,-11.4375,-8.3125
addictions,-19.375,-19.5,-17.75,-20.375,-20.625,-18.375,-19.375,-19.5,-17.25,-20.375,-20.25,-18.25,-20.625,-20.75,-18.5,-20.125,-20.375,-18,-21.5,-21.375,-19.625,-22,-22.125,-20,-21.75,-22,-19.25,-12.6875,-12.75,-9.5625,-13.125,-13.3125,-9.5625,-12.6875,-12.9375,-9.6875,-12.6875,-12.75,-10.0625,-13.625,-13.6875,-9.8125,-13.5625,-13.6875,-10.25,-12.25,-12.5,-10.125,-12.625,-12.6875,-9.5,-13.3125,-13.4375,-10.3125
addicts,-17.5,-17.5,-16.375,-18.5,-18.875,-17.125,-17.875,-18,-16.375,-18.375,-18.5,-17,-18.75,-18.875,-17.125,-18.5,-18.75,-16.75,-19.75,-19.75,-17.875,-20.5,-20.625,-18.625,-20.5,-20.75,-18,-17.5,-17.5,-14.125,-17.625,-17.875,-14.4375,-17.5,-17.75,-14.3125,-16.875,-16.625,-13.9375,-17.875,-17.875,-14.375,-17.75,-17.75,-14.4375,-17,-17,-14.3125,-17.25,-17.25,-14.375,-17.875,-17.875,-14.6875
adhere,-17.875,-18,-16.25,-18,-18,-16.5,-18.25,-18.25,-16.5,-18.5,-18.5,-17.125,-17.75,-17.875,-16.625,-18.875,-19,-17.25,-18.5,-18.375,-16.5,-19,-18.75,-16.625,-19,-19,-16.5,-20.5,-20.75,-18.625,-20.875,-21,-18.875,-20.625,-21,-18,-21.25,-21.25,-19.375,-21.75,-21.75,-19.75,-21.625,-21.75,-19.625,-20.875,-20.875,-19.125,-20.75,-20.75,-19,-21.25,-21.25,-18.75
adhered,-17.625,-17.875,-16.25,-17.625,-17.5,-15.9375,-17.75,-17.75,-16,-18.25,-18.375,-16.875,-17.625,-17.625,-16,-18.5,-18.5,-16.375,-18,-17.875,-16.25,-18,-17.75,-15.875,-18.125,-18.125,-15.9375,-18.625,-18.625,-16.625,-19,-18.75,-16.625,-19.125,-19.125,-16.5,-19.5,-19.375,-17.875,-20.125,-20,-18,-20.125,-20.125,-18.125,-19.125,-19,-17.25,-18.875,-18.625,-17,-19.75,-19.75,-17.375
adherence,-15.9375,-16.125,-13.5625,-15.0625,-15.0625,-13.1875,-15.25,-15.3125,-13.3125,-16.125,-16.25,-14,-14.25,-14.3125,-12.625,-15.6875,-15.875,-13.125,-16,-16.125,-13.5625,-15.8125,-15.5625,-12.875,-16,-15.8125,-13,-18.125,-18.25,-14.75,-18.125,-18.25,-15.125,-17.5,-17.75,-14.0625,-19.125,-19.375,-16.5,-19.75,-19.625,-16.75,-19.375,-19.625,-16.375,-18.25,-18.375,-15.625,-17.75,-17.625,-15.3125,-18,-18.25,-14.875
adheres,-18.125,-18.375,-16.75,-18.5,-18.5,-16.75,-18.375,-18.375,-16.625,-18.875,-19,-17.125,-18.25,-18.375,-16.75,-18.625,-18.875,-16.75,-18.5,-18.75,-17,-18.75,-18.75,-16.75,-19,-19.125,-16.875,-19.625,-20,-17.75,-20,-20,-17.75,-19.75,-19.875,-17.375,-20.375,-20.75,-18.875,-21.125,-21.25,-19,-20.875,-21.125,-19,-20.125,-20.375,-18.5,-20.125,-20.125,-18.375,-20.25,-20.5,-18.25
adhering,-17.125,-17.375,-16,-17,-17,-15.6875,-17.625,-17.75,-16.5,-17.75,-18.125,-17,-16.875,-17.125,-16,-18,-18.5,-16.625,-16.875,-17,-15.6875,-16.5,-16.625,-14.5,-17.25,-17.5,-15.5625,-17.875,-18,-15.5,-18.25,-18.25,-15.5,-18.125,-18.5,-15.375,-18.625,-18.75,-16.875,-19,-19,-16.875,-19,-19.375,-17,-18.5,-18.5,-16.625,-18.25,-18,-16.25,-18.875,-19.25,-16.625
admiral,-17.5,-17.375,-16.75,-19.25,-19.375,-18.125,-18.75,-18.625,-17.625,-18,-17.875,-17.5,-19.25,-19.375,-18.5,-19.25,-19.25,-18.375,-18.75,-18.75,-17,-20.875,-21,-19.125,-20.625,-20.75,-18.625,-21,-20.75,-19.625,-21.875,-21.875,-20.5,-21.125,-21.125,-19.375,-21.75,-21.5,-20.625,-23.25,-23.25,-22,-22.5,-22.5,-21.125,-21.625,-21.375,-20.25,-22.25,-22.125,-21.125,-22,-22,-20.125
admirals,-18.75,-18.625,-17.125,-20.25,-20.125,-18.375,-20,-20,-18.625,-19.75,-19.625,-18.625,-20.5,-20.375,-19.125,-20.75,-20.75,-19.25,-20.25,-20.25,-18.125,-21.875,-21.75,-19.375,-21.625,-21.5,-19.5,-21,-20.625,-19,-22,-21.625,-19.75,-21.25,-21,-18.875,-21.75,-21.5,-20.375,-23.25,-23,-21.125,-22.5,-22.25,-20.5,-21.75,-21.25,-19.625,-22.375,-22.125,-20.25,-22,-21.875,-19.625
adulterer,-23.25,-23.5,-22.5,-23.25,-23.5,-22.625,-22.75,-23,-22,-23.25,-23.375,-22.375,-23,-23,-22.25,-23.125,-23.125,-22.25,-24.75,-25,-23.375,-24.75,-24.875,-23.875,-24.75,-25,-23.5,-18.375,-18.25,-17,-18.625,-18.75,-16.625,-18.5,-18.5,-16.25,-17.625,-17.25,-16.5,-18.625,-18.5,-16.625,-18.5,-18.375,-16.625,-18.125,-17.875,-17.125,-18.375,-18.375,-16.875,-18.875,-18.875,-17.125
adulterers,-23.5,-23.75,-23.125,-23.875,-24,-23.25,-23.125,-23.125,-22.625,-23.625,-23.875,-23.25,-23.625,-23.5,-23,-23.5,-23.375,-22.625,-24.875,-24.875,-23.875,-25.125,-25,-24.25,-25,-25,-23.625,-19.375,-19.625,-18.25,-19.5,-19.625,-17.5,-19.5,-19.75,-17.25,-19,-18.875,-17.875,-19.5,-19.5,-17.25,-19.5,-19.5,-17.25,-19.5,-19.5,-18.5,-19.25,-19.375,-18,-20,-20,-18
adulterous,-21.875,-22.25,-21.125,-22.25,-22.625,-21.25,-21.75,-21.75,-20.5,-22.375,-22.5,-21.375,-22.375,-22.5,-21.5,-22.125,-22.125,-21,-23.625,-24,-22.25,-23.875,-24,-22.75,-23.875,-24,-22.25,-17.375,-17,-15.625,-17.875,-17.75,-15.5,-17.5,-17.375,-14.9375,-17,-16.625,-15.6875,-18.375,-18,-16,-17.75,-17.375,-15.5,-17.25,-16.875,-16,-17.625,-17.375,-16.125,-18,-17.75,-15.875
adultery,-24.5,-24.75,-23.375,-25,-25.25,-23.875,-24.75,-24.625,-23.5,-24.75,-24.75,-23.5,-24.625,-24.625,-24,-24.625,-24.75,-23.5,-26.125,-26.5,-24.875,-26.625,-26.75,-25.5,-27,-26.875,-25.375,-16.25,-15.9375,-13.8125,-17.25,-17.375,-14.9375,-16.875,-16.875,-14.1875,-15.5625,-15.375,-14.25,-18,-17.75,-15.625,-17.125,-17,-14.6875,-15.75,-15.75,-14.625,-17.125,-16.875,-15.375,-17.25,-17,-15.0625
afflict,-20.125,-20.625,-18.5,-20.5,-21.375,-18.875,-20.625,-21.125,-18.5,-20.625,-21,-18.875,-19.75,-20.5,-18.25,-20.5,-21,-18.375,-21.625,-22.25,-19.625,-21.875,-22.375,-19.875,-22.5,-23.125,-19.75,-10.9375,-10.3125,-8.5625,-10.6875,-10.0625,-8.375,-11.25,-10.625,-8.875,-10.4375,-9.875,-9.1875,-11.1875,-10.375,-9.1875,-11.25,-10.625,-9.5,-11.1875,-10.375,-9.3125,-10.3125,-9.5,-8.875,-11.625,-10.6875,-9.5625
afflicted,-19.375,-20,-18.125,-19.5,-20,-18.375,-19,-19.5,-17.5,-19.25,-19.75,-17.875,-18.875,-19.375,-17.625,-19.125,-19.5,-17.375,-21,-21.375,-19.25,-21,-21.25,-19.125,-20.875,-21.25,-18.75,-13,-12.4375,-10.6875,-13.3125,-12.75,-11.375,-13.875,-13.4375,-11.25,-12.875,-12.25,-10.875,-14.125,-13.5625,-12.0625,-14.0625,-13.5,-11.6875,-12.8125,-12.0625,-11.25,-12.9375,-12.1875,-11.625,-14.1875,-13.5,-11.875
affliction,-21.5,-22,-20.125,-21.5,-22.125,-20.125,-21.5,-22,-19.25,-21.75,-22,-20.125,-20.875,-21.125,-19.625,-21.375,-21.75,-19.375,-23,-23.625,-21.125,-23.125,-23.5,-21.25,-23.5,-23.875,-21,-9.0625,-8.625,-6.96875,-8.75,-8.3125,-6.34375,-9.4375,-9.125,-6.6875,-8.875,-8.375,-7.625,-9.5,-8.9375,-7.46875,-9.6875,-9.0625,-7.6875,-8.875,-8.375,-7.625,-7.9375,-7.4375,-6.5625,-9.8125,-9.1875,-7.46875
afflictions,-21.375,-21.625,-20,-21.625,-22,-20.125,-21.375,-21.625,-19.25,-21.75,-21.875,-20.125,-21,-21.25,-19.625,-21.375,-21.5,-19.5,-22.75,-23,-20.75,-23,-23.25,-20.875,-23.25,-23.5,-20.25,-12.125,-12.0625,-10.125,-11.5625,-11.5625,-9.0625,-12.9375,-13,-9.8125,-12.875,-12.9375,-10.75,-12.6875,-12.75,-9.6875,-13.4375,-13.3125,-10.375,-12.3125,-12.25,-10.375,-11.25,-11.125,-9.0625,-13.125,-13,-10.0625
afflicts,-20.75,-21.125,-19.5,-20.875,-21.375,-19.75,-20.25,-20.75,-18.875,-20.625,-20.875,-19.375,-20.25,-20.625,-19.25,-20.125,-20.625,-19,-22.125,-22.625,-20.75,-22.5,-22.875,-21,-22.5,-22.875,-20.5,-17.75,-17.125,-15.625,-18.25,-17.75,-16.375,-18.25,-17.875,-15.75,-17.125,-16.5,-15.1875,-18.375,-18,-16.25,-18.125,-17.75,-15.875,-17.625,-16.875,-15.875,-17.75,-17.125,-16.25,-18.75,-18.125,-16.25
against us,-20,-20.375,-18.75,-20,-20.5,-19,-19.375,-19.875,-17.875,-19.875,-20.125,-18.875,-19.625,-20,-19,-19.5,-20,-18.25,-21.125,-21.5,-19.875,-21.25,-21.625,-19.875,-21.25,-21.625,-19.5,-15.875,-15.6875,-13.3125,-16.375,-16.375,-14.0625,-16.25,-16.25,-13.3125,-15.9375,-15.875,-13.75,-16.625,-16.625,-14.3125,-16.5,-16.5,-14.0625,-16.25,-16,-14.1875,-16.25,-16,-14.375,-16.875,-16.75,-14.0625
agonize,-19.5,-19.75,-17.875,-19.875,-20.125,-18.125,-17.875,-18.125,-16.375,-19.25,-19.125,-16.75,-19.125,-19.125,-17,-18.5,-18.75,-16.5,-21.25,-21.5,-19,-21.625,-21.75,-19.375,-21.125,-21.375,-18.5,-10.75,-9.625,-6.65625,-11.875,-11.125,-7.71875,-12.125,-11.375,-7.875,-10.75,-9.375,-7.90625,-13.375,-12.375,-9.75,-12.6875,-11.6875,-9.1875,-11.5,-10.1875,-8.1875,-12.5625,-11.375,-8.9375,-13.25,-12.0625,-8.9375
agonized,-18.5,-18.75,-17.125,-18.875,-19.25,-17.5,-17.125,-17.25,-15.625,-18.25,-18.25,-16.25,-18.5,-18.625,-16.75,-17.875,-18,-16,-20.375,-20.5,-18.5,-21.125,-21.125,-19,-20.375,-20.5,-18,-12.25,-11.25,-7.75,-13.25,-12.5625,-8.75,-13.6875,-13,-8.875,-12.125,-10.9375,-8.5,-15.0625,-14,-10.5625,-14.125,-13.0625,-9.6875,-12.8125,-11.75,-8.6875,-14,-12.9375,-9.8125,-14.5625,-13.625,-9.5
agonizing,-17.875,-18.125,-16.5,-18.375,-18.625,-17,-16.125,-16.25,-14.625,-17.5,-17.625,-15.6875,-17.625,-18,-16.125,-16.75,-16.875,-15,-20.125,-20.25,-18.375,-20.875,-20.75,-19,-20,-20,-17.75,-7,-6.59375,-4.1875,-9.125,-8.875,-5.65625,-8.9375,-8.5625,-5.4375,-7.4375,-6.8125,-5.65625,-11,-10.5,-7.90625,-9.875,-9.3125,-6.9375,-7.78125,-7.0625,-5.5625,-9.4375,-8.6875,-6.5,-9.9375,-9.4375,-6.34375
agonizingly,-16.875,-16.875,-15.625,-17.25,-17.375,-15.75,-15.625,-15.5,-13.875,-16.625,-16.5,-15,-17,-16.875,-15.3125,-16.25,-16.25,-14.5,-18.875,-19,-17.25,-19.5,-19.5,-17.75,-18.75,-18.875,-16.875,-11.5,-11,-8.9375,-13.625,-13.1875,-10.0625,-13.375,-12.875,-9.1875,-12,-11.25,-9.5625,-15.125,-14.5625,-11.6875,-13.9375,-13.375,-10.375,-12.3125,-11.6875,-9.75,-13.875,-13.3125,-10.875,-14.25,-13.6875,-10.125
agony,-20.25,-20.125,-17.75,-20.75,-21,-18.5,-19.5,-19.625,-17,-19.25,-19.375,-16.875,-19.125,-19.375,-17,-19,-19.25,-16.25,-22.25,-22.5,-19.625,-22.875,-22.875,-20.375,-22.875,-22.875,-19.75,-3.625,-3.296875,-1.7578125,-5.0625,-4.9375,-2.609375,-5.03125,-4.78125,-2.75,-3.5,-2.921875,-3.15625,-6.40625,-5.90625,-4.46875,-5.4375,-4.9375,-4.03125,-3.765625,-3.4375,-3.125,-4.65625,-4.09375,-3.203125,-5.46875,-5.09375,-3.625
