response,best_ever_one,best_ever_single,best_ever_please,best_world_one,best_world_single,best_world_please,best_time_one,best_time_single,best_time_please,greatest_ever_one,greatest_ever_single,greatest_ever_please,greatest_world_one,greatest_world_single,greatest_world_please,greatest_time_one,greatest_time_single,greatest_time_please,good_ever_one,good_ever_single,good_ever_please,good_world_one,good_world_single,good_world_please,good_time_one,good_time_single,good_time_please,worst_ever_one,worst_ever_single,worst_ever_please,worst_world_one,worst_world_single,worst_world_please,worst_time_one,worst_time_single,worst_time_please,bad_ever_one,bad_ever_single,bad_ever_please,bad_world_one,bad_world_single,bad_world_please,bad_time_one,bad_time_single,bad_time_please,terrible_ever_one,terrible_ever_single,terrible_ever_please,terrible_world_one,terrible_world_single,terrible_world_please,terrible_time_one,terrible_time_single,terrible_time_please
ached,-5.6875,-5.59765625,-4.8203125,-5.21875,-5.2421875,-4.71875,-5.1171875,-5.046875,-4.4296875,-5.15234375,-5.1875,-4.58203125,-4.72265625,-4.8515625,-4.54296875,-5.23046875,-5.31640625,-4.5703125,-5.67578125,-5.76171875,-4.94140625,-5.6796875,-5.81640625,-4.94921875,-5.7421875,-5.82421875,-5.0625,-4.21875,-4.24609375,-2.97265625,-3.6953125,-3.69726562,-2.49414062,-4.234375,-4.109375,-2.92578125,-4.8125,-4.82421875,-3.78515625,-4.625,-4.55078125,-3.61914062,-4.90234375,-4.75,-3.984375,-4.23046875,-4.36328125,-3.40429688,-4.16015625,-4.27734375,-3.16796875,-4.2421875,-4.26953125,-3.08203125
aches,-6.51953125,-6.35546875,-5.8203125,-6.05078125,-5.94921875,-5.734375,-5.953125,-5.7890625,-5.35546875,-5.80859375,-5.69140625,-5.46484375,-5.4765625,-5.41796875,-5.51953125,-6.01171875,-5.9765625,-5.2578125,-6.6640625,-6.66015625,-6.0546875,-6.625,-6.6484375,-5.984375,-6.6953125,-6.671875,-5.9921875,-4.25,-4.234375,-2.83203125,-3.33398438,-3.24804688,-1.93847656,-4.24609375,-4.09375,-2.57421875,-4.8671875,-4.83203125,-4.00390625,-4.0625,-3.79492188,-2.6484375,-4.96875,-4.74609375,-3.80859375,-3.78710938,-3.921875,-3.22460938,-3.32617188,-3.40625,-2.23632812,-3.7265625,-3.79296875,-2.52929688
aching,-4.73828125,-4.59375,-4.46484375,-4.68359375,-4.5546875,-4.68359375,-4.63671875,-4.46484375,-4.43359375,-4.1640625,-4.08203125,-4.328125,-4.1015625,-4.0546875,-4.62109375,-4.71484375,-4.6328125,-4.38671875,-5.0859375,-5.1875,-4.96875,-5.6796875,-5.72265625,-5.25390625,-5.578125,-5.6328125,-5.21875,-3.83984375,-3.84960938,-2.4765625,-3.03515625,-2.93945312,-1.84570312,-4.20703125,-4.078125,-2.83203125,-4.21484375,-4.24609375,-3.57617188,-3.84375,-3.6171875,-2.77148438,-4.47265625,-4.31640625,-3.66210938,-3.28515625,-3.4375,-2.91210938,-3.2578125,-3.34375,-2.37890625,-3.546875,-3.59179688,-2.63671875
achingly,-5.53125,-5.4296875,-5.31640625,-5.48828125,-5.44140625,-5.58984375,-5.51953125,-5.4296875,-5.46875,-5.54296875,-5.546875,-5.65625,-5.4375,-5.47265625,-5.84375,-5.75390625,-5.71484375,-5.53125,-5.875,-5.97265625,-5.83984375,-6.41796875,-6.484375,-6.20703125,-6.37890625,-6.4375,-6.19140625,-5.7265625,-5.87109375,-4.9609375,-5.28515625,-5.3359375,-4.7578125,-6.05859375,-6.02734375,-5.45703125,-6.04296875,-6.15625,-5.7109375,-5.91015625,-5.84375,-5.5,-6.39453125,-6.34375,-6,-5.2578125,-5.48046875,-5.17578125,-5.3984375,-5.55859375,-4.96484375,-5.6953125,-5.796875,-5.26171875
acquiesce,-6.73828125,-6.609375,-5.47265625,-6.7265625,-6.71875,-5.82421875,-6.56640625,-6.4296875,-5.48046875,-6.52734375,-6.4921875,-5.44921875,-6.46484375,-6.4609375,-5.7421875,-6.76171875,-6.703125,-5.5859375,-6.75,-6.71484375,-5.578125,-7.05078125,-7.03515625,-6,-6.96484375,-6.9140625,-5.85546875,-7.51171875,-7.41015625,-7.125,-6.8125,-6.69140625,-6.78515625,-7.58984375,-7.42578125,-7.28125,-8.25,-8.1875,-7.625,-7.71484375,-7.515625,-7.28515625,-8.328125,-8.203125,-7.69921875,-6.97265625,-6.76953125,-6.89453125,-6.65625,-6.36328125,-6.42578125,-7.54296875,-7.27734375,-7.2109375
acquiesced,-6.71875,-6.65625,-5.6796875,-6.65625,-6.703125,-5.97265625,-6.59375,-6.54296875,-5.81640625,-6.58984375,-6.62890625,-5.69921875,-6.51953125,-6.61328125,-5.99609375,-6.765625,-6.78515625,-5.82421875,-6.65234375,-6.6875,-5.8125,-6.9296875,-7.01171875,-6.18359375,-6.8359375,-6.86328125,-6.09375,-7.21484375,-7.24609375,-6.7421875,-6.8671875,-6.94921875,-6.66796875,-7.15234375,-7.10546875,-6.84765625,-7.95703125,-7.9140625,-7.28125,-7.65234375,-7.640625,-7.125,-7.9921875,-7.87890625,-7.38671875,-6.703125,-6.69921875,-6.4296875,-6.63671875,-6.69921875,-6.26953125,-7.12109375,-7.08203125,-6.67578125
acquiescent,-6.56640625,-6.4140625,-5.56640625,-6.58203125,-6.5234375,-5.890625,-6.34375,-6.18359375,-5.45703125,-6.26953125,-6.2265625,-5.41796875,-6.17578125,-6.17578125,-5.62890625,-6.57421875,-6.5234375,-5.60546875,-6.453125,-6.421875,-5.5625,-6.81640625,-6.80859375,-6.015625,-6.59375,-6.55859375,-5.69140625,-7.50390625,-7.53125,-7.21875,-7.0859375,-7.140625,-6.9375,-7.39453125,-7.38671875,-7.09375,-8.28125,-8.3125,-7.71875,-7.8203125,-7.8359375,-7.30078125,-8.2265625,-8.21875,-7.6171875,-7.19140625,-7.23828125,-7.015625,-6.96484375,-7.01171875,-6.54296875,-7.4375,-7.4609375,-6.99609375
acquiesces,-7.1796875,-7.140625,-6.05859375,-6.90625,-6.96875,-6.09765625,-6.734375,-6.6953125,-5.82421875,-6.9609375,-7.00390625,-5.98828125,-6.703125,-6.82421875,-6.07421875,-6.83203125,-6.85546875,-5.7265625,-7.02734375,-7.05859375,-5.9609375,-7.19921875,-7.27734375,-6.16796875,-7.046875,-7.0703125,-6.02734375,-8.4921875,-8.4765625,-7.97265625,-8.0546875,-8.0546875,-7.65625,-8.2265625,-8.1875,-7.734375,-8.765625,-8.8046875,-8.1015625,-8.3984375,-8.4296875,-7.8203125,-8.703125,-8.6953125,-8.03125,-8.1796875,-8.1015625,-7.875,-7.8984375,-7.85546875,-7.44140625,-8.390625,-8.359375,-7.81640625
acquiescing,-6.21484375,-6.08203125,-4.921875,-6.30078125,-6.29296875,-5.04296875,-6.3671875,-6.296875,-5.21875,-6.34765625,-6.3828125,-5.328125,-6.07421875,-6.171875,-5.07421875,-6.8125,-6.8515625,-5.62890625,-6.26171875,-6.29296875,-5.0390625,-6.36328125,-6.41796875,-5.18359375,-6.55859375,-6.6015625,-5.39453125,-6.33203125,-6.34375,-5.31640625,-5.35546875,-5.40625,-4.6015625,-6.37109375,-6.375,-5.375,-7.14453125,-7.13671875,-6.109375,-6.12109375,-6.1171875,-5.16796875,-7.26171875,-7.203125,-6.26953125,-5.546875,-5.5703125,-4.96484375,-4.921875,-4.97265625,-4.1796875,-6.16015625,-6.15625,-5.1796875
addict,-1.76953125,-2.09570312,-1.18261719,-1.81445312,-2.13671875,-1.984375,-2.86523438,-3.11914062,-2.84179688,-3.82617188,-4.234375,-3.45507812,-3.171875,-3.51171875,-3.5546875,-4.80078125,-5.1328125,-4.51171875,-3.9609375,-4.32421875,-3.11132812,-4.33203125,-4.515625,-3.79101562,-4.58984375,-4.85546875,-4.17578125,-4.75390625,-4.89453125,-3.79492188,-3.50390625,-3.59570312,-2.76953125,-5.34375,-5.33203125,-4.30859375,-4.875,-4.98828125,-4.13671875,-3.71679688,-3.69726562,-2.79296875,-5.40234375,-5.34375,-4.515625,-4.6640625,-4.7734375,-4.22265625,-3.79101562,-3.77734375,-3.12304688,-5.234375,-5.26171875,-4.5234375
addicted,-1.79003906,-2.02539062,-1.46972656,-2.56445312,-2.72851562,-2.96289062,-3.0625,-3.11132812,-3.62890625,-3.57421875,-3.83789062,-3.453125,-3.34179688,-3.49023438,-3.90039062,-4.4921875,-4.72265625,-4.9765625,-4.2109375,-4.5390625,-3.41015625,-4.8125,-4.9765625,-4.29296875,-5.03515625,-5.23046875,-4.7109375,-4.3359375,-4.23828125,-3.421875,-3.30664062,-3.21289062,-2.87304688,-5.08984375,-4.95703125,-4.44140625,-5.03125,-5.046875,-4.26171875,-3.93554688,-3.83984375,-3.1953125,-5.41015625,-5.26953125,-4.77734375,-4.25390625,-4.38671875,-3.92578125,-3.66796875,-3.7734375,-3.28320312,-4.828125,-4.94140625,-4.51171875
addicting,0.232421875,-0.210327148,0.274414062,-0.572753906,-0.952636719,-0.785644531,-1.46386719,-1.69335938,-1.80664062,-1.671875,-2.28710938,-1.7265625,-1.46484375,-1.87890625,-1.74609375,-2.8828125,-3.26367188,-3.24804688,-2.67382812,-3.2890625,-1.8203125,-3.32617188,-3.67578125,-2.26171875,-3.8515625,-4.1796875,-3.02539062,-4.59375,-4.55859375,-3.703125,-3.07617188,-3.02734375,-2.58398438,-4.90234375,-4.7265625,-4.09765625,-5.3828125,-5.41015625,-4.66796875,-3.546875,-3.38476562,-2.72265625,-5.4140625,-5.2265625,-4.6953125,-3.96289062,-4.29296875,-3.890625,-2.9375,-3.23828125,-2.77539062,-4.16015625,-4.40625,-3.96679688
addiction,-1.1796875,-1.34375,-0.471679688,-1.67773438,-1.81835938,-2.02539062,-1.98925781,-1.97167969,-2.66601562,-3.421875,-3.6484375,-2.84179688,-2.73828125,-2.89648438,-2.84570312,-3.69726562,-3.96289062,-3.88671875,-2.81640625,-3.15820312,-2.47460938,-3.57421875,-3.70507812,-3.29882812,-3.55664062,-3.6953125,-3.76367188,-2.22070312,-2.1953125,-1.14160156,-0.469238281,-0.456054688,0.230102539,-2.47070312,-2.31445312,-1.58984375,-2.58398438,-2.6328125,-1.96777344,-1.20898438,-1.02929688,-0.340087891,-2.84375,-2.625,-2.31835938,-1.24609375,-1.41113281,-1.32324219,-0.215332031,-0.320800781,-0.104125977,-1.49511719,-1.61914062,-1.47460938
addictions,-5.27734375,-5.3984375,-4.58984375,-5.25,-5.390625,-5.24609375,-5.32421875,-5.3671875,-5.45703125,-6.46875,-6.54296875,-5.81640625,-5.80859375,-5.90625,-5.6484375,-6.46484375,-6.578125,-5.87109375,-6.1171875,-6.33203125,-5.6796875,-6.2109375,-6.375,-5.76953125,-6.41015625,-6.55859375,-6.16796875,-3.57617188,-3.70898438,-2.61328125,-2.1640625,-2.32617188,-1.60058594,-3.93164062,-3.94335938,-3.09179688,-3.7265625,-3.890625,-3.0703125,-2.40429688,-2.421875,-1.67578125,-4.03125,-3.97851562,-3.43164062,-3.15625,-3.40039062,-2.99609375,-2.24414062,-2.4921875,-1.90234375,-3.55273438,-3.75976562,-3.29101562
addicts,-5.1328125,-5.19140625,-4.37109375,-5.1953125,-5.27734375,-5.1171875,-5.3125,-5.359375,-5.44140625,-6.46875,-6.55859375,-5.98828125,-5.84375,-5.9296875,-5.828125,-6.578125,-6.71484375,-6.36328125,-6.37890625,-6.55859375,-5.83203125,-6.54296875,-6.671875,-6.14453125,-6.89453125,-6.97265625,-6.51171875,-5.609375,-5.7734375,-4.73828125,-4.3125,-4.48828125,-3.828125,-5.875,-5.9609375,-5.0546875,-5.78125,-5.93359375,-5.1640625,-4.37890625,-4.375,-3.75390625,-5.9765625,-5.96875,-5.33203125,-5.08203125,-5.3359375,-4.85546875,-4.11328125,-4.328125,-3.76171875,-5.25390625,-5.4609375,-4.96484375
adhere,-6.46875,-6.5234375,-5.34765625,-6.515625,-6.57421875,-5.703125,-6.39453125,-6.4375,-5.46875,-6.37109375,-6.51953125,-5.39453125,-6.1484375,-6.265625,-5.40234375,-6.59765625,-6.75,-5.6796875,-6.62109375,-6.80859375,-5.39453125,-6.83203125,-6.9453125,-5.515625,-6.828125,-7,-5.58984375,-6.90234375,-7.00390625,-6.08203125,-6.77734375,-6.80859375,-6.13671875,-7.06640625,-7.09765625,-6.5,-7.65234375,-7.6953125,-6.8125,-7.5,-7.51953125,-6.67578125,-7.75,-7.7578125,-6.9765625,-7.07421875,-7.15234375,-6.37890625,-7.05078125,-7.08203125,-6.24609375,-7.40625,-7.484375,-6.70703125
adhered,-6.83984375,-6.94140625,-6.125,-6.90234375,-7.01171875,-6.3046875,-6.6640625,-6.7578125,-6.03515625,-6.8203125,-6.984375,-6.16796875,-6.73828125,-6.88671875,-6.22265625,-6.921875,-7.0625,-6.265625,-6.953125,-7.16796875,-6.20703125,-7.20703125,-7.40625,-6.31640625,-6.9921875,-7.2109375,-6.20703125,-6.81640625,-7.0078125,-6.07421875,-6.8046875,-6.9296875,-6.1640625,-7.01953125,-7.078125,-6.3984375,-7.9296875,-8.0234375,-7.046875,-7.8203125,-7.890625,-6.984375,-7.9609375,-7.97265625,-7.19140625,-7.1953125,-7.359375,-6.5546875,-7.19921875,-7.3359375,-6.4375,-7.46484375,-7.578125,-6.75
adherence,-5.1015625,-5.14453125,-4.60546875,-4.98046875,-5.0390625,-4.71875,-4.46484375,-4.48828125,-4.00390625,-4.15625,-4.3515625,-3.97851562,-3.72460938,-3.93359375,-3.578125,-4.30859375,-4.52734375,-3.93359375,-4.95703125,-5.1484375,-4.30078125,-5.0703125,-5.21484375,-4.32421875,-4.890625,-5.11328125,-3.98632812,-5.6328125,-5.80078125,-4.81640625,-5.0859375,-5.25390625,-4.578125,-5.74609375,-5.78515625,-4.953125,-6.23046875,-6.3125,-5.32421875,-5.67578125,-5.69921875,-4.8125,-6.34765625,-6.3203125,-5.42578125,-5.0546875,-5.2421875,-4.59765625,-4.76171875,-4.9375,-4.16796875,-5.29296875,-5.45703125,-4.60546875
adheres,-6.27734375,-6.30078125,-5.16796875,-6.26953125,-6.32421875,-5.328125,-6.09765625,-6.1171875,-5.16796875,-6.13671875,-6.27734375,-5.203125,-6.00390625,-6.1796875,-5.25390625,-6.24609375,-6.39453125,-5.5,-6.0859375,-6.2265625,-5.10546875,-6.42578125,-6.5390625,-5.21875,-6.17578125,-6.30859375,-5.125,-6.9140625,-7.0546875,-6.11328125,-6.77734375,-6.8828125,-6.0078125,-7.07421875,-7.1171875,-6.328125,-7.39453125,-7.4375,-6.51953125,-7.28515625,-7.30859375,-6.39453125,-7.52734375,-7.5,-6.6328125,-7.0078125,-7.17578125,-6.4921875,-6.99609375,-7.12890625,-6.28125,-7.265625,-7.390625,-6.58203125
adhering,-6.2421875,-6.265625,-5.35546875,-5.99609375,-6.03515625,-5.390625,-6,-6.06640625,-5.20703125,-5.75,-5.87109375,-4.9921875,-5.203125,-5.375,-4.80078125,-5.98828125,-6.2421875,-5.390625,-5.59375,-5.796875,-4.88671875,-5.6328125,-5.8046875,-4.7265625,-5.76953125,-6,-4.94140625,-6.51953125,-6.625,-5.6875,-6.18359375,-6.25390625,-5.58203125,-6.69921875,-6.73046875,-6,-7.0859375,-7.078125,-6.20703125,-6.7734375,-6.75,-5.9296875,-7.3515625,-7.28125,-6.4765625,-6.58203125,-6.6953125,-5.90234375,-6.41015625,-6.4765625,-5.57421875,-6.875,-6.953125,-6.0390625
admiral,-6.28515625,-6.15625,-5.2578125,-6.328125,-6.30859375,-5.71875,-6.39453125,-6.296875,-5.91015625,-6.171875,-6.16796875,-5.578125,-6.04296875,-6.109375,-5.71875,-6.33203125,-6.34375,-5.87890625,-6.83984375,-6.890625,-5.99609375,-7.0625,-7.109375,-6.12890625,-7.140625,-7.14453125,-6.39453125,-8.0859375,-8.0390625,-7.3984375,-7.76953125,-7.74609375,-7.15625,-8.046875,-7.94921875,-7.44140625,-8.375,-8.3359375,-7.73828125,-8.140625,-8.1015625,-7.5703125,-8.40625,-8.296875,-7.7734375,-7.85546875,-7.86328125,-7.50390625,-7.62890625,-7.64453125,-7.2265625,-7.84375,-7.82421875,-7.37109375
admirals,-6.51953125,-6.46484375,-5.98828125,-6.41796875,-6.453125,-6.140625,-6.4375,-6.40234375,-6.2265625,-6.34765625,-6.46875,-5.9453125,-6.04296875,-6.21875,-5.8671875,-6.52734375,-6.6328125,-6.1953125,-7.13671875,-7.25390625,-6.48828125,-7.2421875,-7.34765625,-6.51953125,-7.32421875,-7.41015625,-6.74609375,-8.4453125,-8.3984375,-7.828125,-8.03125,-7.953125,-7.515625,-8.2578125,-8.1796875,-7.8203125,-8.828125,-8.8203125,-8.2578125,-8.546875,-8.5,-8.0703125,-8.7734375,-8.6875,-8.203125,-8.203125,-8.234375,-7.94921875,-7.91796875,-7.90625,-7.546875,-8.15625,-8.1796875,-7.83203125
adulterer,-8.921875,-8.84375,-8.7890625,-8.4140625,-8.375,-8.40625,-8.640625,-8.5546875,-8.546875,-9,-8.9375,-8.71875,-8.3828125,-8.3515625,-8.34375,-8.90625,-8.796875,-8.5625,-8.921875,-8.8984375,-8.765625,-8.75,-8.734375,-8.5390625,-8.9609375,-8.8984375,-8.78125,-7.6953125,-7.828125,-7.53125,-6.765625,-6.8984375,-6.62890625,-7.76953125,-7.734375,-7.328125,-7.6640625,-7.74609375,-7.703125,-6.8125,-6.83203125,-6.6796875,-7.83203125,-7.78125,-7.703125,-7.08203125,-7.17578125,-7.0234375,-6.40625,-6.44140625,-6.19921875,-7.2578125,-7.26953125,-7.01953125
adulterers,-9.171875,-9.0859375,-9.078125,-8.71875,-8.6328125,-8.7421875,-8.890625,-8.796875,-8.8359375,-9.28125,-9.203125,-8.9453125,-8.671875,-8.5859375,-8.546875,-9.1171875,-9,-8.7421875,-9.2109375,-9.1640625,-9.078125,-9.0390625,-8.9765625,-8.859375,-9.25,-9.171875,-9.109375,-7.92578125,-8.0625,-7.72265625,-7.0625,-7.1796875,-6.8046875,-7.95703125,-7.98828125,-7.48828125,-7.96484375,-8.0625,-7.90234375,-7.12109375,-7.12890625,-6.83984375,-8.046875,-8.03125,-7.86328125,-7.5546875,-7.625,-7.37109375,-6.84375,-6.8359375,-6.49609375,-7.64453125,-7.640625,-7.31640625
adulterous,-8.6640625,-8.703125,-8.390625,-8.2265625,-8.328125,-8.1640625,-8.25,-8.328125,-8.234375,-8.84375,-8.875,-8.5390625,-8.3515625,-8.4140625,-8.2109375,-8.7578125,-8.8046875,-8.4765625,-8.7734375,-8.890625,-8.4921875,-8.7421875,-8.8359375,-8.359375,-8.9140625,-8.984375,-8.640625,-6.97265625,-7.12109375,-6.94140625,-6.57421875,-6.75390625,-6.58984375,-7.5234375,-7.58984375,-7.1015625,-7.16015625,-7.2109375,-7.1875,-6.671875,-6.671875,-6.54296875,-7.5859375,-7.56640625,-7.33984375,-6.72265625,-6.83984375,-6.71484375,-6.4609375,-6.52734375,-6.25,-7.25390625,-7.30078125,-6.8828125
